Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
501907,22297,HEART IVORY TRELLIS SMALL,10,2010-03-21 16:13:00,1.25,13451,United Kingdom
496017,22349,"DOG BOWL , CHASING BALL DESIGN",1,2010-01-28 13:23:00,3.75,16326,United Kingdom
530543,22625,RED KITCHEN SCALES,1,2010-11-03 13:10:00,8.5,15005,United Kingdom
516313,40016,CHINESE DRAGON PAPER LANTERNS,24,2010-07-19 14:24:00,0.42,14047,United Kingdom
497207,21326,AGED GLASS SILVER T-LIGHT HOLDER,2,2010-02-07 12:15:00,0.65,14454,United Kingdom
533979,22156,HEART DECORATION WITH PEARLS ,8,2010-11-19 13:37:00,0.85,17433,United Kingdom
510657,35809A,ENAMEL PINK TEA CONTAINER,1,2010-06-02 14:08:00,2.1,15311,United Kingdom
509159,22355,CHARLOTTE BAG SUKI DESIGN,10,2010-05-20 13:39:00,0.85,15005,United Kingdom
491956,22078,RIBBON REEL LACE DESIGN ,10,2009-12-14 16:00:00,2.1,16985,United Kingdom
528990,21967,PACK OF 12 SKULL TISSUES,1,2010-10-26 11:21:00,0.29,14524,United Kingdom
499461,22334,DINOSAUR PARTY BAG + STICKER SET,2,2010-02-28 11:16:00,1.65,15013,United Kingdom
533580,22867,HAND WARMER BIRD DESIGN,2,2010-11-18 11:28:00,2.1,17238,United Kingdom
537351,21219,SET/4 BADGES BALLOON GIRL,10,2010-12-06 12:23:00,1.25,16898,United Kingdom
506411,85167B,BLACK GRAND BAROQUE PHOTO FRAME,4,2010-04-29 14:00:00,4.25,13148,United Kingdom
529714,22809,SET OF 6 T-LIGHTS SANTA,6,2010-10-29 13:26:00,2.95,18025,United Kingdom
536540,21056,DOCTOR'S BAG SOFT TOY,4,2010-12-01 14:05:00,8.95,14911,EIRE
490496,85136A,YELLOW SHARK HELICOPTER,2,2009-12-06 13:40:00,7.95,15547,United Kingdom
514330,48138,DOORMAT UNION FLAG,4,2010-07-01 14:28:00,7.49,14849,United Kingdom
518907,21534,DAIRY MAID LARGE MILK JUG,1,2010-08-12 14:32:00,4.95,17757,United Kingdom
505011,20725,LUNCH BAG RED SPOTTY,6,2010-04-19 13:15:00,1.45,17850,United Kingdom
535389,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2010-11-26 09:51:00,1.65,12681,France
536191,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2010-11-30 12:46:00,1.25,13890,United Kingdom
511828,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,2010-06-10 16:45:00,9.95,13092,United Kingdom
535565,21864,UNION JACK FLAG PASSPORT COVER ,12,2010-11-26 15:33:00,2.1,18230,United Kingdom
523994,22812,PACK 3 BOXES CHRISTMAS PANNETONE,4,2010-09-26 15:07:00,1.95,16549,United Kingdom
522977,22110,BIRD HOUSE HOT WATER BOTTLE,1,2010-09-19 13:45:00,2.55,15483,United Kingdom
490472,21742,LARGE ROUND WICKER PLATTER ,3,2009-12-06 12:28:00,5.95,16485,United Kingdom
512112,20727,LUNCH BAG  BLACK SKULL.,10,2010-06-13 14:40:00,1.65,17841,United Kingdom
509745,85227,SET OF 6 3D KIT CARDS FOR KIDS,3,2010-05-25 13:32:00,0.85,17920,United Kingdom
512102,21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,6,2010-06-13 13:46:00,1.65,14224,United Kingdom
498759,15056N,EDWARDIAN PARASOL NATURAL,12,2010-02-22 16:58:00,5.95,14156,EIRE
490163,21955,UNION JACK GUNS & ROSES  DOORMAT,2,2009-12-04 11:22:00,6.75,14723,United Kingdom
527512,22488,NATURAL SLATE RECTANGLE CHALKBOARD,1,2010-10-18 12:54:00,1.65,14130,United Kingdom
524141,21899,"KEY FOB , GARAGE DESIGN",5,2010-09-27 15:00:00,0.65,16264,United Kingdom
535257,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2010-11-25 13:13:00,3.75,15044,United Kingdom
507693,21633,SUNFLOWER DECORATIVE PARASOL,5,2010-05-11 10:24:00,12.75,14055,United Kingdom
519834,22379,RECYCLING BAG RETROSPOT ,15,2010-08-20 15:20:00,2.1,17675,United Kingdom
501705,20707,CRAZY DAISY HEART DECORATION,4,2010-03-19 09:53:00,1.25,17838,United Kingdom
516478,M,Manual,10,2010-07-20 17:20:00,0.55,17576,United Kingdom
496459,21535,RETRO SPOT SMALL MILK JUG,1,2010-02-01 14:30:00,2.55,17361,United Kingdom
489862,79323P,PINK CHERRY LIGHTS,72,2009-12-02 14:52:00,5.45,17809,United Kingdom
514716,21713,CITRONELLA CANDLE FLOWERPOT,8,2010-07-05 16:07:00,2.1,15253,United Kingdom
499789,21867,PINK UNION JACK  LUGGAGE TAG,1,2010-03-02 14:59:00,1.25,15311,United Kingdom
526193,21231,SWEETHEART CERAMIC TRINKET BOX,12,2010-10-10 12:45:00,1.25,13537,United Kingdom
507998,21936,RED RETROSPOT PICNIC BAG,20,2010-05-12 11:29:00,2.95,16779,United Kingdom
522917,22136,LOVE HEART SOCK HANGER,12,2010-09-17 14:10:00,1.65,12425,Portugal
518360,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,96,2010-08-06 16:11:00,1.06,15061,United Kingdom
515801,22314,OFFICE MUG WARMER CHOC+BLUE,1,2010-07-14 16:20:00,4.95,17965,United Kingdom
519419,21745,GAOLERS KEYS DECORATIVE GARDEN ,4,2010-08-17 10:29:00,3.75,12431,Australia
514759,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2010-07-06 10:12:00,1.69,16570,United Kingdom
493393,21482,MUSHROOM BLUE HOT WATER BOTTLE,6,2009-12-23 13:00:00,2.95,12539,Spain
500380,48187,DOOR MAT NEW ENGLAND,2,2010-03-08 10:17:00,7.49,12825,United Kingdom
489593,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2009-12-01 14:19:00,1.69,12836,United Kingdom
524871,20702,PINK PADDED MOBILE,3,2010-10-01 10:04:00,4.25,12935,United Kingdom
523889,22907,PACK OF 20 NAPKINS PANTRY DESIGN,24,2010-09-24 14:32:00,0.85,14226,United Kingdom
504462,22024,RAINY LADIES BIRTHDAY CARD,12,2010-04-13 16:33:00,0.42,17505,United Kingdom
492074,22028,PENNY FARTHING BIRTHDAY CARD,12,2009-12-15 13:12:00,0.42,12941,United Kingdom
537204,22296,HEART IVORY TRELLIS LARGE,5,2010-12-05 14:45:00,1.65,15555,United Kingdom
533114,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,2010-11-16 12:22:00,0.85,14675,United Kingdom
490470,84893,ANT WHITE IRON BASKET,1,2009-12-06 12:26:00,5.95,16395,United Kingdom
522591,20767,BLUE PAISLEY JOURNAL ,2,2010-09-15 12:53:00,2.55,16940,United Kingdom
498350,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1,2010-02-18 12:25:00,9.95,14085,United Kingdom
505024,37450,CERAMIC CAKE BOWL + HANGING CAKES,2,2010-04-19 14:21:00,2.95,15005,United Kingdom
512069,22093,MOTORING TISSUE BOX,12,2010-06-13 11:26:00,1.25,17157,United Kingdom
503244,21559,STRAWBERRY LUNCHBOX WITH CUTLERY,2,2010-03-31 09:49:00,2.55,17377,United Kingdom
526489,22740,POLKADOT PEN,48,2010-10-12 08:51:00,0.85,13971,United Kingdom
509631,84033,FLAG OF ST GEORGE ,10,2010-05-25 10:14:00,1.65,15182,United Kingdom
512276,22504,CABIN BAG VINTAGE RETROSPOT,2,2010-06-14 13:36:00,29.95,12637,France
516116,21327,SKULLS WRITING SET ,2,2010-07-16 14:23:00,1.65,15452,United Kingdom
520693,22469,HEART OF WICKER SMALL,24,2010-08-29 10:16:00,1.65,13995,United Kingdom
497844,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,4,2010-02-12 15:51:00,3.75,17258,United Kingdom
504332,22611,VINTAGE UNION JACK SHOPPING BAG,8,2010-04-12 16:30:00,4.95,12671,Germany
502499,35004C,SET OF 3 COLOURED  FLYING DUCKS,12,2010-03-25 11:07:00,4.65,15513,United Kingdom
525299,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,12,2010-10-05 09:38:00,2.1,18188,United Kingdom
496588,84937,KASHMIR FOLKART TUMBLERS,12,2010-02-02 14:31:00,2.1,17675,United Kingdom
519718,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,2010-08-19 16:19:00,3.75,13479,United Kingdom
506442,21916,SET 12 RETRO WHITE CHALK STICKS,3,2010-04-29 16:45:00,0.42,16520,United Kingdom
523471,22112,CHOCOLATE HOT WATER BOTTLE,2,2010-09-22 11:45:00,4.95,14182,United Kingdom
520584,84050,PINK HEART SHAPE EGG FRYING PAN,6,2010-08-27 10:40:00,1.65,12839,United Kingdom
498261,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,2,2010-02-17 14:47:00,2.55,16938,United Kingdom
502784,84803A,PINK ALLIUM  ARTIFICIAL FLOWER,12,2010-03-26 14:51:00,1.69,15249,United Kingdom
528477,22733,3D TRADITIONAL CHRISTMAS STICKERS,2,2010-10-22 12:02:00,1.25,18022,United Kingdom
496912,22189,CREAM HEART CARD HOLDER,8,2010-02-04 15:15:00,3.95,16986,United Kingdom
534719,22810,SET OF 6 T-LIGHTS SNOWMEN,48,2010-11-23 17:51:00,2.55,14154,United Kingdom
519831,72741,GRAND CHOCOLATECANDLE,18,2010-08-20 15:03:00,1.45,13911,United Kingdom
516761,20971,PINK BLUE FELT CRAFT TRINKET BOX,24,2010-07-22 16:54:00,1.06,13777,United Kingdom
509445,21746,SMALL RED RETROSPOT WINDMILL,12,2010-05-24 08:52:00,1.25,16875,United Kingdom
530339,22737,RIBBON REEL CHRISTMAS PRESENT ,10,2010-11-02 14:55:00,1.65,13523,United Kingdom
520085,20914,SET/5 RED SPOTTY LID GLASS BOWLS,6,2010-08-24 10:48:00,2.95,13418,United Kingdom
498430,37503,TEA TIME CAKE STAND IN GIFT BOX,12,2010-02-18 17:17:00,9.95,15615,United Kingdom
523732,21777,RECIPE BOX WITH METAL HEART,2,2010-09-23 17:23:00,7.95,15628,United Kingdom
502855,84925A,WAKE UP COCKEREL WALL THERMOMETER,1,2010-03-28 14:53:00,2.55,16710,United Kingdom
503777,21001,ROSE DU SUD WASHBAG ,1,2010-04-07 11:20:00,5.95,13727,United Kingdom
530969,21874,GIN AND TONIC MUG,12,2010-11-05 09:07:00,1.25,13448,United Kingdom
537205,22251,BIRDHOUSE DECORATION MAGIC GARDEN,12,2010-12-05 14:52:00,1.25,13034,United Kingdom
508485,21588,RETRO SPOT GIANT  TUBE MATCHES,1,2010-05-16 12:56:00,2.55,16507,United Kingdom
521908,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2010-09-09 12:58:00,2.95,15972,United Kingdom
531782,22592,CARDHOLDER HOLLY WREATH METAL,1,2010-11-09 14:48:00,3.75,16021,United Kingdom
532293,85199S,SMALL HANGING IVORY/RED WOOD BIRD,3,2010-11-11 13:33:00,0.42,16203,United Kingdom
529815,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-10-31 11:12:00,0.95,13561,United Kingdom
501904,21667,GLASS CAKE COVER AND PLATE,6,2010-03-21 15:56:00,14.95,12368,Cyprus
533821,22635,CHILDS BREAKFAST SET DOLLY GIRL ,8,2010-11-19 09:35:00,8.5,12562,France
537897,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,2010-12-09 10:37:00,0.85,12683,France
533336,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,4,2010-11-16 18:10:00,3.75,12714,France
513494,85063,CREAM SWEETHEART MAGAZINE RACK,1,2010-06-25 10:10:00,16.95,16992,United Kingdom
493954,21985,PACK OF 12 HEARTS DESIGN TISSUES ,36,2010-01-08 14:10:00,0.29,18170,United Kingdom
531353,22906,12 MESSAGE CARDS WITH ENVELOPES,1,2010-11-07 13:47:00,1.65,15571,United Kingdom
502110,20728,LUNCH BAG CARS BLUE,10,2010-03-23 10:28:00,1.65,16071,United Kingdom
498569,21671,RED SPOT CERAMIC DRAWER KNOB,12,2010-02-21 12:50:00,1.25,14911,EIRE
510483,21357,TOAST ITS - DINOSAUR,3,2010-06-01 11:27:00,1.25,16960,United Kingdom
510450,21541,DINOSAURS WATER TRANSFER TATTOOS ,12,2010-06-01 09:42:00,0.85,14857,United Kingdom
514317,84989A,75 GREEN FAIRY CAKE CASES,1,2010-07-01 13:42:00,0.55,16809,United Kingdom
534397,20982,12 PENCILS TALL TUBE SKULLS,48,2010-11-22 13:22:00,0.85,16008,United Kingdom
495591,22276,WASH BAG VINTAGE ROSE PAISLEY,100,2010-01-26 10:25:00,2.1,14646,Netherlands
494866,21034,REX CASH+CARRY JUMBO SHOPPER,3,2010-01-19 11:20:00,0.95,16253,United Kingdom
518062,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,2010-08-04 12:22:00,6.75,15757,United Kingdom
519948,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2010-08-23 10:43:00,9.95,14156,EIRE
519783,22585,PACK OF 6 BIRDY GIFT TAGS,3,2010-08-20 11:45:00,1.25,16562,United Kingdom
501879,48129,DOOR MAT TOPIARY,1,2010-03-21 13:27:00,7.49,17472,United Kingdom
531800,21790,VINTAGE SNAP CARDS,12,2010-11-09 15:45:00,0.85,15281,United Kingdom
493878,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2010-01-08 09:08:00,1.95,14769,United Kingdom
532964,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,2,2010-11-15 12:43:00,4.25,15493,United Kingdom
512827,22150,3 STRIPEY MICE FELTCRAFT,6,2010-06-18 11:34:00,1.95,15981,United Kingdom
518428,20728,LUNCH BAG CARS BLUE,20,2010-08-09 10:33:00,1.65,12458,Switzerland
521871,21527,RED RETROSPOT TRADITIONAL TEAPOT ,1,2010-09-09 11:20:00,7.95,16972,United Kingdom
533134,22560,TRADITIONAL MODELLING CLAY,24,2010-11-16 12:51:00,1.25,16717,United Kingdom
498584,84884A,ANT WHITE WIRE HEART SPIRAL,1,2010-02-21 15:06:00,3.95,16200,United Kingdom
524420,22812,PACK 3 BOXES CHRISTMAS PANNETONE,12,2010-09-29 10:22:00,1.95,16293,United Kingdom
503766,22138,BAKING SET 9 PIECE RETROSPOT ,3,2010-04-07 10:53:00,4.95,16732,United Kingdom
494239,84884A,ANT WHITE WIRE HEART SPIRAL,1,2010-01-12 15:48:00,3.95,14081,United Kingdom
536243,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,16,2010-11-30 14:42:00,0.42,15358,United Kingdom
528633,22874,NUMBER TILE COTTAGE GARDEN 6,1,2010-10-24 11:25:00,1.95,13544,United Kingdom
532076,84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,4,2010-11-10 15:00:00,3.75,17338,United Kingdom
489865,21479,WHITE SKULL HOT WATER BOTTLE ,1,2009-12-02 15:01:00,3.75,14080,United Kingdom
530998,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2,2010-11-05 11:17:00,2.95,15034,United Kingdom
508483,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2010-05-16 12:51:00,2.55,17841,United Kingdom
490286,21629,SQUARE FLOOR CUSHION VINTAGE PINK ,2,2009-12-04 12:59:00,7.95,14527,United Kingdom
499997,22291,"SPRING DEC , HANGING CHICK CREAM",24,2010-03-04 09:08:00,1.45,15798,United Kingdom
493876,20677,PINK SPOTTY BOWL,8,2010-01-07 18:38:00,1.25,12648,Germany
535017,22972,CHILDRENS SPACEBOY MUG,24,2010-11-24 16:16:00,1.65,13102,United Kingdom
532821,20764,ABSTRACT CIRCLES SKETCHBOOK ,1,2010-11-14 16:32:00,3.75,14382,United Kingdom
506082,20712,JUMBO BAG WOODLAND ANIMALS,10,2010-04-27 11:58:00,1.95,13178,United Kingdom
502038,84270,ASSTD DESIGN BUBBLE GUM RING,30,2010-03-22 13:49:00,0.21,13206,United Kingdom
534069,35004C,SET OF 3 COLOURED  FLYING DUCKS,12,2010-11-21 11:35:00,4.65,15611,United Kingdom
531727,21479,WHITE SKULL HOT WATER BOTTLE ,8,2010-11-09 12:07:00,3.75,16477,United Kingdom
494212,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,3,2010-01-12 11:40:00,2.1,15002,United Kingdom
498900,22148,EASTER CRAFT 4 CHICKS ,12,2010-02-23 13:59:00,1.95,15241,United Kingdom
525709,11001,ASSTD DESIGN RACING CAR PEN,16,2010-10-06 13:44:00,1.69,13554,United Kingdom
532103,22109,FULL ENGLISH BREAKFAST PLATE,8,2010-11-10 16:21:00,3.75,13418,United Kingdom
495150,47556B,TEA TIME TEA TOWELS ,4,2010-01-21 11:51:00,2.95,14714,United Kingdom
500025,85214,TUB 24 PINK FLOWER PEGS,6,2010-03-04 11:11:00,1.65,15950,United Kingdom
504829,85099B,RED RETROSPOT JUMBO BAG ,10,2010-04-16 13:17:00,1.95,16125,United Kingdom
499879,21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",6,2010-03-03 10:11:00,6.75,15224,United Kingdom
525064,21488,RED WHITE SCARF  HOT WATER BOTTLE,2,2010-10-03 14:23:00,3.95,13032,United Kingdom
501926,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,6,2010-03-22 10:43:00,2.95,14175,United Kingdom
504152,22612,TEA COSY VINTAGE UNION JACK,6,2010-04-11 13:49:00,3.75,17838,United Kingdom
528422,22948,METAL DECORATION NAUGHTY CHILDREN ,48,2010-10-22 09:45:00,0.85,12615,France
510483,22179,SET 10 LIGHTS NIGHT OWL,1,2010-06-01 11:27:00,6.75,16960,United Kingdom
523082,22491,PACK OF 12 COLOURED PENCILS,12,2010-09-20 12:15:00,0.85,14911,EIRE
514505,72812,LARGE ZINC GLASS CANDLEHOLDER,4,2010-07-04 11:40:00,2.1,17201,United Kingdom
508504,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,2,2010-05-16 16:05:00,3.75,13451,United Kingdom
504427,22511,DOORSTOP RUSSIAN DOLL RETROSPOT,1,2010-04-13 13:21:00,3.75,14030,United Kingdom
516119,22620,4 TRADITIONAL SPINNING TOPS,12,2010-07-16 14:41:00,1.25,14156,EIRE
501831,82581,TOILET METAL SIGN,2,2010-03-19 16:24:00,0.55,14584,United Kingdom
533353,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2010-11-17 10:02:00,3.95,13767,United Kingdom
500311,21390,FILIGRIS HEART WITH BUTTERFLY,5,2010-03-07 11:27:00,1.25,16923,United Kingdom
531115,85226A,WHITE/BLUE PULL BACK RACING CAR,10,2010-11-05 12:43:00,0.55,12748,United Kingdom
509535,21164,HOME SWEET HOME METAL SIGN ,6,2010-05-24 12:07:00,2.95,13615,United Kingdom
493759,22196,SMALL HEART MEASURING SPOONS,6,2010-01-06 13:56:00,0.85,17965,United Kingdom
531350,22588,CARD HOLDER GINGHAM HEART,1,2010-11-07 13:31:00,2.55,12748,United Kingdom
490548,21733,RED HANGING HEART T-LIGHT HOLDER,12,2009-12-07 10:26:00,2.55,17850,United Kingdom
514221,85232B,SET/3 RUSSIAN DOLL STACKING TINS,24,2010-07-01 09:56:00,4.25,12653,Israel
523922,22737,RIBBON REEL CHRISTMAS PRESENT ,10,2010-09-24 16:24:00,1.65,13141,United Kingdom
528730,21870,I CAN ONLY PLEASE ONE PERSON MUG,6,2010-10-24 13:28:00,1.25,13574,United Kingdom
517336,22533,MAGIC DRAWING SLATE BAKE A CAKE ,3,2010-07-28 13:36:00,0.42,13590,United Kingdom
514505,21922,UNION STRIPE WITH FRINGE  HAMMOCK,1,2010-07-04 11:40:00,7.95,17201,United Kingdom
503673,21354,TOAST ITS - BEST MUM,12,2010-04-06 12:20:00,1.25,15771,United Kingdom
529344,16161P,WRAP ENGLISH ROSE ,25,2010-10-28 08:23:00,0.42,12349,Italy
534184,22331,WOODLAND PARTY BAG + STICKER SET,8,2010-11-21 13:59:00,1.65,12705,Germany
492714,20823,GOLD WINE GOBLET,4,2009-12-18 10:24:00,4.65,17913,United Kingdom
494682,20750, RED/WHITE DOT MINI CASES,1,2010-01-18 11:04:00,7.95,14754,United Kingdom
494893,85092,CANDY SPOT TEA COSY,6,2010-01-19 13:31:00,3.35,14156,EIRE
531281,84990,60 GOLD AND SILVER FAIRY CAKE CASES,1,2010-11-07 11:55:00,0.55,17062,United Kingdom
494674,22333,RETRO SPORT PARTY BAG + STICKER SET,2,2010-01-17 16:01:00,1.65,14606,United Kingdom
523867,22804,CANDLEHOLDER PINK HANGING HEART,1,2010-09-24 12:43:00,2.95,13174,United Kingdom
526089,47570B,TEA TIME TABLE CLOTH,2,2010-10-08 12:14:00,10.65,15281,United Kingdom
496058,20616,CHERRY BLOSSOM PASSPORT COVER,5,2010-01-28 15:17:00,2.1,17115,United Kingdom
531043,22507,MEMO BOARD RETROSPOT  DESIGN,1,2010-11-05 12:00:00,4.95,13646,United Kingdom
491072,20689,RETRO SISTERS EXPRESSO CUPS,1,2009-12-09 12:42:00,5.95,12924,United Kingdom
505558,47556B,TEA TIME TEA TOWELS ,6,2010-04-23 10:07:00,2.95,12921,United Kingdom
524484,85118,HEART T-LIGHT HOLDER,48,2010-09-29 11:48:00,0.38,14422,United Kingdom
512944,85065,CREAM SWEETHEART TRAYS,4,2010-06-20 15:00:00,12.75,16390,United Kingdom
492738,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,2,2009-12-18 12:23:00,3.75,14527,United Kingdom
536638,21527,RED RETROSPOT TRADITIONAL TEAPOT ,2,2010-12-02 11:41:00,7.95,16244,United Kingdom
532850,21426,WOODLAND STORAGE BOX SMALL,3,2010-11-15 10:46:00,2.1,17811,United Kingdom
514507,22207,FRYING PAN UNION FLAG,1,2010-07-04 12:34:00,4.25,14415,United Kingdom
518230,21172,PARTY METAL SIGN ,7,2010-08-05 15:14:00,1.45,14395,United Kingdom
531567,22854,CREAM SWEETHEART EGG HOLDER,4,2010-11-09 10:31:00,4.95,14867,United Kingdom
517673,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,6,2010-07-30 16:50:00,3.75,12733,USA
525981,22469,HEART OF WICKER SMALL,40,2010-10-08 11:02:00,1.45,13001,United Kingdom
516993,22061,LARGE CAKE STAND  HANGING STRAWBERY,1,2010-07-26 11:05:00,9.95,15493,United Kingdom
510325,84249A,"GREETING CARD,SQUARE, DOUGHNUTS",12,2010-05-28 12:52:00,0.42,14395,United Kingdom
523655,22606,WOODEN SKITTLES GARDEN SET,2,2010-09-23 13:26:00,15.95,17504,United Kingdom
508852,POST,POSTAGE,1,2010-05-18 15:06:00,18.0,12662,Germany
535811,85049E,SCANDINAVIAN REDS RIBBONS,4,2010-11-28 15:18:00,1.25,15532,United Kingdom
512905,20727,LUNCH BAG  BLACK SKULL.,5,2010-06-18 14:01:00,1.65,14825,United Kingdom
499965,85049D,BRIGHT BLUES RIBBONS ,2,2010-03-03 13:57:00,1.25,16461,United Kingdom
498070,21357,TOAST ITS - DINOSAUR,2,2010-02-16 12:19:00,1.25,14669,United Kingdom
522770,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,12,2010-09-16 14:28:00,5.95,12600,Germany
511068,22438,BALLOON ART MAKE YOUR OWN FLOWERS,10,2010-06-06 13:11:00,1.95,14208,United Kingdom
517712,21217,RED SPOTTY ROUND CAKE TINS,2,2010-08-01 11:17:00,9.95,13564,United Kingdom
510360,85175,CACTI T-LIGHT CANDLES,16,2010-05-28 16:11:00,0.42,14104,United Kingdom
532055,46126A,ELVIS WALLHANGING / CURTAIN,3,2010-11-10 14:26:00,1.25,15529,United Kingdom
501670,21621,VINTAGE UNION JACK BUNTING,31,2010-03-18 15:08:00,8.5,13128,United Kingdom
506303,PADS,PADS TO MATCH ALL CUSHIONS,1,2010-04-29 10:43:00,0.001,14249,United Kingdom
523656,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2010-09-23 13:33:00,1.95,18193,United Kingdom
533799,22131,FOOD CONTAINER SET 3 LOVE HEART ,6,2010-11-18 19:14:00,1.95,12759,Netherlands
499894,85107,CUT GLASS T-LIGHT HOLDER OCTAGON,1,2010-03-03 11:40:00,2.55,14593,United Kingdom
513605,21122,SET/10 PINK SPOTTY PARTY CANDLES,2,2010-06-27 11:45:00,1.25,13230,United Kingdom
534935,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-11-24 15:23:00,0.95,17920,United Kingdom
503867,22526,WHEELBARROW FOR CHILDREN ,1,2010-04-08 11:16:00,12.75,13712,United Kingdom
526639,22508,DOORSTOP RETROSPOT HEART,4,2010-10-12 13:19:00,3.75,16772,United Kingdom
506876,22151,PLACE SETTING WHITE HEART,24,2010-05-04 16:34:00,0.42,16526,United Kingdom
